CLIENTNUM,Email,FirstName,LastName,Phone Number,Zip Code,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
709141908,benjaminking@microsoft.com,Benjamin,King,888-461-9649,60005,Existing Customer,53,M,2,Graduate,Married,$80K - $120K,Blue,41,2,3,1,10301.0,2451.0,7850.0,0.906,16359,111,0.657,0.238
720356133,helen.harris@aol.com,Helen,Harris,800-253-2782,40003,Existing Customer,48,F,4,High School,Single,Unknown,Blue,36,2,3,1,23939.0,1419.0,22520.0,0.785,14812,101,0.804,0.059
717788958,jharris@apple.com,Joshua,Harris,888-576-2911,95005,Existing Customer,31,M,0,Graduate,Divorced,$80K - $120K,Blue,19,1,1,2,21615.0,570.0,21045.0,0.737,16464,103,0.717,0.026
778563858,jessicad@intel.com,Jessica,Davis,404-845-3686,70001,Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,33,1,1,1,8712.0,991.0,7721.0,0.615,14512,115,0.769,0.114
711096633,barbaras@aol.com,Barbara,Scott,702-756-4976,10005,Attrited Customer,37,F,2,Uneducated,Unknown,Less than $40K,Silver,29,5,2,6,12203.0,0.0,12203.0,0.9,8600,94,0.843,0.0
716816583,christopherrodriguez@amazon.com,Christopher,Rodriguez,503-837-6841,50004,Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,48,1,3,1,15483.0,2148.0,13335.0,0.738,14463,94,0.774,0.139
719841708,bflores@ymail.com,Benjamin,Flores,503-997-2528,70002,Existing Customer,45,M,0,Uneducated,Single,$80K - $120K,Blue,36,1,4,3,20356.0,2031.0,18325.0,0.752,15180,121,0.806,0.1
708555633,ndavis@aol.com,Nancy,Davis,800-777-5721,10003,Existing Customer,32,F,1,High School,Single,Less than $40K,Blue,16,2,3,1,3548.0,2517.0,1031.0,0.818,15157,97,0.865,0.709
714638883,ewilliams@intel.com,Eric,Williams,213-207-5463,60001,Existing Customer,31,M,0,Graduate,Single,$40K - $60K,Blue,36,2,3,3,4661.0,1835.0,2826.0,0.999,14257,110,0.964,0.394
809147283,jessicabaker@ibm.com,Jessica,Baker,213-613-3250,20003,Existing Customer,43,F,5,Graduate,Married,Less than $40K,Gold,38,2,2,1,15987.0,1372.0,14615.0,0.649,15058,109,0.912,0.086
708197358,ryanharris@hotmail.com,Ryan,Harris,888-309-3624,95002,Attrited Customer,57,M,2,Uneducated,Unknown,$80K - $120K,Blue,48,4,1,3,30543.0,264.0,30279.0,0.882,7784,63,0.703,0.009
757247808,bsmith@apple.com,Betty,Smith,900-392-2061,40005,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,35,2,4,3,5230.0,2517.0,2713.0,0.937,9495,61,0.605,0.481
820922733,andrewallen@gmail.com,Andrew,Allen,415-452-3384,60002,Existing Customer,43,M,2,Graduate,Married,$80K - $120K,Blue,38,2,1,2,34516.0,0.0,34516.0,0.674,14160,124,0.771,0.0
807977808,bettyj@microsoft.com,Betty,Johnson,702-748-7386,30004,Existing Customer,39,F,2,Graduate,Single,Less than $40K,Blue,34,1,3,3,3246.0,2517.0,729.0,0.722,13671,103,0.689,0.775
712863183,dmoore@ymail.com,Deborah,Moore,900-762-2878,10002,Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,38,2,3,3,10018.0,829.0,9189.0,0.844,13819,114,0.81,0.083
778825908,michelle.rivera@ibm.com,Michelle,Rivera,503-739-2588,20004,Existing Customer,43,F,2,Unknown,Single,Less than $40K,Silver,24,1,1,3,10272.0,1523.0,8749.0,0.869,14321,113,0.794,0.148
713379258,sarah.hernandez@ibm.com,Sarah,Hernandez,404-668-9611,70002,Existing Customer,32,F,1,High School,Married,Less than $40K,Blue,36,1,1,2,4097.0,1293.0,2804.0,0.671,15925,100,0.786,0.316
710232483,sandra.martin@microsoft.com,Sandra,Martin,888-688-6539,90004,Existing Customer,49,F,1,Uneducated,Married,Unknown,Blue,36,2,3,2,19846.0,2162.0,17684.0,0.602,16908,122,0.694,0.109
710170758,cscott@amazon.com,Charles,Scott,800-533-4359,80003,Attrited Customer,32,M,0,Post-Graduate,Married,$60K - $80K,Blue,25,6,2,2,4469.0,2331.0,2138.0,1.006,8314,67,0.763,0.522
803421108,georgeking@ymail.com,George,King,213-927-2610,50003,Existing Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,43,1,2,2,20701.0,2517.0,18184.0,1.023,14374,113,0.823,0.122
792152283,charlesdavis@ibm.com,Charles,Davis,213-932-4340,40004,Existing Customer,54,M,3,Graduate,Married,$120K +,Blue,48,1,3,2,8426.0,0.0,8426.0,0.96,14378,103,0.717,0.0
717291333,gmiller@hotmail.com,Gary,Miller,800-550-6025,70003,Existing Customer,38,M,3,Uneducated,Married,$80K - $120K,Blue,29,2,2,2,16722.0,0.0,16722.0,0.719,15110,113,0.823,0.0
714928158,kevinf@ibm.com,Kevin,Flores,900-802-1582,80003,Existing Customer,60,M,0,High School,Single,$80K - $120K,Silver,36,1,2,3,34516.0,806.0,33710.0,0.755,13434,102,0.672,0.023
780511683,briant@google.com,Brian,Torres,713-291-9305,30003,Attrited Customer,47,M,3,Graduate,Single,$40K - $60K,Blue,34,4,3,3,4413.0,232.0,4181.0,0.799,7869,76,0.767,0.053
772491333,ruthhill@apple.com,Ruth,Hill,702-698-1631,50003,Existing Customer,31,F,1,Post-Graduate,Married,Less than $40K,Blue,21,2,1,2,5342.0,2005.0,3337.0,0.682,14738,94,0.709,0.375
719847108,nicholasn@oracle.com,Nicholas,Nelson,888-704-6051,30001,Attrited Customer,52,M,1,Unknown,Married,$40K - $60K,Blue,36,4,3,3,8455.0,2517.0,5938.0,0.809,8124,73,1.028,0.298
808045833,anthonyt@microsoft.com,Anthony,Taylor,900-842-9330,30002,Existing Customer,49,M,3,Uneducated,Single,Less than $40K,Blue,44,2,3,2,7659.0,1698.0,5961.0,0.992,15860,105,0.75,0.222
708385533,danderson@amazon.com,Dorothy,Anderson,617-980-1788,30004,Attrited Customer,49,F,1,Graduate,Married,Less than $40K,Silver,36,2,3,3,11059.0,0.0,11059.0,0.99,9524,80,0.905,0.0
770205708,jacobjackson@ymail.com,Jacob,Jackson,213-248-4542,95002,Existing Customer,31,M,0,Unknown,Married,Less than $40K,Blue,25,2,3,0,4093.0,0.0,4093.0,0.697,15495,112,0.778,0.0
719379858,matthewb@ibm.com,Matthew,Baker,617-408-6788,10001,Attrited Customer,39,M,1,Graduate,Married,$80K - $120K,Blue,36,2,2,3,24239.0,0.0,24239.0,0.94,8549,73,0.78,0.0
709657533,josephthomas@microsoft.com,Joseph,Thomas,415-476-9960,10001,Attrited Customer,44,M,3,High School,Unknown,$120K +,Blue,36,2,3,2,7793.0,2270.0,5523.0,0.945,8260,54,0.5,0.291
798788958,christopherr@ibm.com,Christopher,Rivera,415-689-8003,70003,Existing Customer,32,M,1,High School,Single,$80K - $120K,Blue,26,2,3,2,6407.0,1130.0,5277.0,0.756,14471,93,0.603,0.176
720011958,jhall@google.com,Joseph,Hall,702-321-5769,60003,Existing Customer,57,M,2,High School,Single,$60K - $80K,Blue,36,2,3,3,6024.0,1532.0,4492.0,0.867,15763,97,0.83,0.254
708982158,bettymartin@microsoft.com,Betty,Martin,800-324-5298,95002,Existing Customer,48,F,2,Graduate,Single,Less than $40K,Blue,36,2,2,3,3352.0,2122.0,1230.0,0.701,14802,106,0.797,0.633
710803983,william.hernandez@intel.com,William,Hernandez,503-513-9939,30002,Existing Customer,44,M,1,Unknown,Married,$80K - $120K,Blue,33,2,3,1,32222.0,0.0,32222.0,0.844,14220,95,0.61,0.0
719768658,deborahthompson@oracle.com,Deborah,Thompson,212-370-6621,30005,Existing Customer,31,F,0,College,Married,Unknown,Silver,24,2,3,1,34516.0,2032.0,32484.0,0.82,14544,104,0.705,0.059
711355908,sandra.green@hotmail.com,Sandra,Green,713-410-7380,40004,Existing Customer,44,F,3,Graduate,Unknown,Unknown,Silver,36,2,3,3,34516.0,941.0,33575.0,0.659,12042,117,0.857,0.027
813153108,timothyr@hotmail.com,Timothy,Rodriguez,900-529-2915,70002,Existing Customer,49,M,4,College,Married,$80K - $120K,Blue,44,2,3,3,31091.0,966.0,30125.0,0.57,14565,108,0.742,0.031
712487883,gary.mitchell@intel.com,Gary,Mitchell,713-972-7626,20002,Attrited Customer,54,M,5,High School,Married,$80K - $120K,Blue,48,2,1,3,7464.0,0.0,7464.0,0.865,9071,74,1.0,0.0
753220383,raymondj@ibm.com,Raymond,Jones,213-285-6750,30003,Attrited Customer,29,M,0,Graduate,Single,$120K +,Blue,22,2,2,3,11722.0,0.0,11722.0,0.778,8302,78,0.902,0.0
708340758,scotthernandez@ibm.com,Scott,Hernandez,415-688-5771,30002,Attrited Customer,41,M,4,High School,Married,Less than $40K,Blue,32,2,3,3,7769.0,0.0,7769.0,0.943,8109,74,0.762,0.0
720852108,frankanderson@amazon.com,Frank,Anderson,503-739-8781,50001,Existing Customer,46,M,4,High School,Divorced,$120K +,Blue,31,2,3,1,3569.0,1553.0,2016.0,0.798,16695,116,0.681,0.435
716728233,sarahl@google.com,Sarah,Lee,900-823-9333,95004,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,36,1,3,1,3216.0,1480.0,1736.0,0.733,14178,123,0.809,0.46
711863433,jerrylewis@cisco.com,Jerry,Lewis,503-818-4888,70005,Existing Customer,30,M,1,Unknown,Unknown,Less than $40K,Blue,13,1,3,1,3789.0,1782.0,2007.0,0.85,15670,116,0.785,0.47
779422458,emilygarcia@intel.com,Emily,Garcia,800-714-3090,40005,Existing Customer,31,F,1,Unknown,Divorced,Less than $40K,Blue,13,2,2,3,3533.0,1206.0,2327.0,0.859,16339,120,0.579,0.341
715573758,charris@oracle.com,Charles,Harris,617-869-6233,20003,Existing Customer,43,M,4,Uneducated,Married,$120K +,Silver,36,1,2,1,34516.0,1816.0,32700.0,0.995,15226,113,0.712,0.053
794530608,gregoryadams@hotmail.com,Gregory,Adams,617-684-5060,30001,Existing Customer,52,M,2,Uneducated,Single,$80K - $120K,Blue,34,2,2,3,27229.0,0.0,27229.0,0.795,13264,120,0.667,0.0
718376583,gary.adams@google.com,Gary,Adams,888-666-2537,95001,Attrited Customer,52,M,2,Graduate,Divorced,$80K - $120K,Silver,44,4,3,2,34516.0,751.0,33765.0,0.357,5806,40,0.429,0.022
720827133,mary.martinez@ymail.com,Mary,Martinez,702-970-4557,80001,Attrited Customer,43,F,3,Doctorate,Single,Less than $40K,Blue,30,1,2,2,6261.0,463.0,5798.0,0.889,8132,64,0.6,0.074
767414808,caroltaylor@intel.com,Carol,Taylor,713-325-8573,70001,Existing Customer,57,F,0,Uneducated,Married,Less than $40K,Blue,51,2,3,3,6996.0,2092.0,4904.0,0.794,15017,120,0.765,0.299
718919433,dsmith@oracle.com,Dorothy,Smith,503-811-9528,50002,Existing Customer,52,F,4,Graduate,Single,Less than $40K,Blue,36,2,3,3,4440.0,1149.0,3291.0,0.842,14973,112,0.723,0.259
708694983,dthomas@intel.com,Donna,Thomas,212-342-6591,60001,Existing Customer,55,F,1,Uneducated,Unknown,Less than $40K,Blue,36,1,2,1,3150.0,2222.0,928.0,0.794,14750,96,0.655,0.705
719270358,crodriguez@cisco.com,Carol,Rodriguez,713-748-7557,20002,Existing Customer,57,F,2,Doctorate,Divorced,$40K - $60K,Blue,48,2,2,2,4288.0,1678.0,2610.0,0.643,15505,113,0.687,0.391
708948483,eric.nguyen@ibm.com,Eric,Nguyen,888-729-2943,70001,Attrited Customer,54,M,3,Graduate,Married,$80K - $120K,Silver,36,2,3,1,34516.0,761.0,33755.0,0.838,8444,68,0.744,0.022
708462258,ethomas@apple.com,Emily,Thomas,503-697-6552,50002,Existing Customer,51,F,1,High School,Married,Less than $40K,Blue,38,1,1,2,5189.0,1171.0,4018.0,0.732,16563,94,0.741,0.226
716721483,bmartinez@hotmail.com,Benjamin,Martinez,503-327-3184,50001,Attrited Customer,59,M,0,Uneducated,Single,$40K - $60K,Blue,52,1,2,2,14458.0,2017.0,12441.0,0.99,8696,72,0.895,0.14
799011558,patrick.lee@apple.com,Patrick,Lee,702-818-2759,50002,Existing Customer,43,M,3,Uneducated,Married,$120K +,Blue,37,1,2,3,16909.0,1171.0,15738.0,0.767,15740,120,0.739,0.069
710697408,sgreen@google.com,Sharon,Green,213-793-8710,40002,Existing Customer,41,F,5,Unknown,Married,Less than $40K,Blue,22,2,1,3,6739.0,896.0,5843.0,0.765,15471,115,0.855,0.133
710527533,edwardmartin@hotmail.com,Edward,Martin,404-954-2065,95005,Attrited Customer,45,M,5,College,Single,$40K - $60K,Blue,36,4,3,3,4982.0,0.0,4982.0,0.886,8586,58,1.0,0.0
709996833,thomasl@apple.com,Thomas,Lopez,503-644-8319,80004,Attrited Customer,31,M,1,Post-Graduate,Single,Less than $40K,Silver,36,6,3,5,12359.0,0.0,12359.0,0.843,7528,70,0.628,0.0
718531983,jwright@oracle.com,Jonathan,Wright,404-806-3850,20005,Existing Customer,51,M,3,High School,Married,$80K - $120K,Blue,41,1,3,3,9959.0,2068.0,7891.0,0.741,13810,124,0.797,0.208
715554708,williams@intel.com,William,Smith,900-974-2875,30005,Existing Customer,53,M,1,High School,Unknown,$120K +,Blue,34,2,1,2,8507.0,1484.0,7023.0,0.709,14949,114,0.727,0.174
718774533,anthonys@gmail.com,Anthony,Smith,800-394-1526,30001,Existing Customer,48,M,1,College,Married,$60K - $80K,Blue,44,2,3,1,15355.0,1823.0,13532.0,0.809,15053,111,1.018,0.119
712337208,lthomas@microsoft.com,Lisa,Thomas,800-711-8556,60003,Existing Customer,59,F,2,Unknown,Single,Unknown,Blue,46,2,3,2,23731.0,1890.0,21841.0,0.677,13647,93,0.576,0.08
714022833,sarahallen@google.com,Sarah,Allen,312-913-1058,95003,Attrited Customer,42,F,2,Graduate,Single,$40K - $60K,Silver,32,4,3,3,17909.0,0.0,17909.0,0.225,5977,58,0.487,0.0
710026458,donald.miller@gmail.com,Donald,Miller,617-682-2308,70005,Existing Customer,34,M,1,Unknown,Married,$40K - $60K,Blue,36,2,2,2,3995.0,2475.0,1520.0,0.817,12575,99,0.8,0.62
710178558,clewis@hotmail.com,Christopher,Lewis,503-384-2482,95002,Attrited Customer,46,M,2,High School,Married,$60K - $80K,Gold,38,5,3,6,34516.0,2517.0,31999.0,0.956,9314,89,0.978,0.073
768712383,alexanderr@aol.com,Alexander,Rodriguez,702-397-3144,95003,Attrited Customer,51,M,5,Graduate,Divorced,$120K +,Blue,45,6,3,6,34516.0,0.0,34516.0,0.757,8173,91,1.022,0.0
711156858,karenb@microsoft.com,Karen,Brown,900-326-7858,20002,Attrited Customer,48,F,5,High School,Single,Less than $40K,Blue,40,1,4,3,8297.0,2517.0,5780.0,0.899,9819,74,0.682,0.303
719799033,anthony.taylor@cisco.com,Anthony,Taylor,312-759-1842,40005,Existing Customer,52,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,40,2,1,2,5520.0,2448.0,3072.0,0.862,14330,116,0.681,0.443
720788883,lauras@gmail.com,Laura,Scott,702-503-2005,40001,Existing Customer,58,F,0,Uneducated,Unknown,Unknown,Blue,36,1,2,3,3736.0,2209.0,1527.0,0.98,15886,118,0.662,0.591
710306358,egreen@gmail.com,Edward,Green,713-777-9963,60003,Attrited Customer,38,M,1,Unknown,Married,$40K - $60K,Blue,18,1,1,2,9664.0,1983.0,7681.0,0.873,7995,56,0.806,0.205
758617233,lisanguyen@hotmail.com,Lisa,Nguyen,212-820-1097,50002,Existing Customer,56,F,5,Doctorate,Single,Less than $40K,Blue,49,3,3,2,4132.0,1559.0,2573.0,0.827,14781,108,0.688,0.377
720163458,jwalker@oracle.com,Justin,Walker,213-706-9480,60005,Existing Customer,38,M,1,Uneducated,Unknown,$120K +,Blue,21,4,2,3,28043.0,1786.0,26257.0,0.802,14521,109,0.847,0.064
708482658,dennist@ymail.com,Dennis,Torres,702-711-5134,50003,Existing Customer,41,M,3,Graduate,Married,$80K - $120K,Blue,31,3,2,2,9959.0,1946.0,8013.0,0.725,15594,114,0.676,0.195
826148883,jallen@apple.com,Jason,Allen,800-837-1705,80005,Existing Customer,45,M,2,Graduate,Married,$120K +,Blue,41,4,3,1,16453.0,1660.0,14793.0,0.629,14762,108,0.742,0.101
779055033,ruth.davis@intel.com,Ruth,Davis,212-540-4614,20003,Attrited Customer,43,F,3,Uneducated,Unknown,Less than $40K,Blue,24,1,2,2,8256.0,2416.0,5840.0,0.696,8104,64,0.73,0.293
713118183,alexander.martin@microsoft.com,Alexander,Martin,213-755-8806,50003,Existing Customer,31,M,1,Unknown,Married,$40K - $60K,Blue,23,5,1,2,13427.0,1562.0,11865.0,0.537,13117,108,0.714,0.116
714103083,jgreen@gmail.com,Joseph,Green,404-812-6655,20004,Existing Customer,47,M,2,College,Married,$40K - $60K,Blue,37,6,3,1,3263.0,1525.0,1738.0,0.542,14649,110,0.833,0.467
714145233,charlest@apple.com,Charles,Taylor,212-312-2129,90004,Attrited Customer,34,M,0,Graduate,Divorced,$80K - $120K,Silver,24,1,2,3,34516.0,400.0,34116.0,0.202,5112,49,0.256,0.012
719547033,jason.miller@intel.com,Jason,Miller,900-778-2595,30003,Attrited Customer,40,M,4,Unknown,Married,$80K - $120K,Blue,31,1,3,6,23502.0,0.0,23502.0,0.839,7957,60,0.875,0.0
720899058,josephg@intel.com,Joseph,Gonzalez,415-651-7955,30003,Existing Customer,35,M,2,Graduate,Married,$80K - $120K,Blue,21,6,2,1,7685.0,2517.0,5168.0,0.745,13604,116,0.731,0.328
789432033,dorothyc@apple.com,Dorothy,Carter,713-252-2510,80004,Attrited Customer,32,F,1,Graduate,Married,Less than $40K,Blue,23,1,2,3,4065.0,230.0,3835.0,0.779,7844,64,0.73,0.057
717214158,edwardsanchez@aol.com,Edward,Sanchez,617-731-7933,70002,Existing Customer,41,M,4,Post-Graduate,Married,$40K - $60K,Blue,28,5,3,3,9815.0,0.0,9815.0,0.859,15475,94,0.679,0.0
715269483,brandonj@hotmail.com,Brandon,Jackson,213-385-6047,30004,Existing Customer,50,M,4,Post-Graduate,Married,$120K +,Blue,36,4,1,3,17374.0,2517.0,14857.0,0.743,15473,128,0.707,0.145
718805733,sarahclark@amazon.com,Sarah,Clark,212-565-3245,95001,Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue,28,3,1,1,7093.0,2517.0,4576.0,0.745,13937,120,0.846,0.355
789780033,garyc@ibm.com,Gary,Carter,212-214-9950,40002,Existing Customer,33,M,3,College,Married,$80K - $120K,Silver,22,6,2,2,34516.0,917.0,33599.0,0.764,14202,114,0.781,0.027
716482533,bettyc@ymail.com,Betty,Campbell,888-417-9593,10003,Existing Customer,48,F,2,Unknown,Married,Less than $40K,Blue,36,2,1,2,3329.0,0.0,3329.0,0.814,14893,98,0.815,0.0
708319908,frankscott@google.com,Frank,Scott,888-946-4243,95005,Attrited Customer,37,M,3,Graduate,Single,$80K - $120K,Blue,17,1,1,2,4116.0,1473.0,2643.0,1.023,8667,70,0.892,0.358
711663858,matthew.williams@oracle.com,Matthew,Williams,888-694-3184,30005,Existing Customer,28,M,1,Post-Graduate,Single,Unknown,Blue,13,4,3,3,20030.0,1204.0,18826.0,0.979,15862,127,0.693,0.06
716894658,jessicam@apple.com,Jessica,Moore,900-589-7721,30001,Existing Customer,49,F,1,Graduate,Divorced,Less than $40K,Blue,44,5,2,2,8687.0,1763.0,6924.0,0.796,16824,123,0.708,0.203
714082308,johnr@cisco.com,John,Ramirez,617-735-7617,95003,Attrited Customer,39,M,3,High School,Single,$80K - $120K,Blue,13,2,1,3,8656.0,0.0,8656.0,0.893,8056,89,0.935,0.0
708082083,laura.ramirez@ymail.com,Laura,Ramirez,312-381-9501,90003,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,36,4,3,3,3544.0,1661.0,1883.0,0.831,15149,111,0.734,0.469
714820158,kanderson@google.com,Kevin,Anderson,312-265-7404,10005,Attrited Customer,29,M,0,High School,Single,$40K - $60K,Blue,36,6,3,1,5988.0,660.0,5328.0,1.041,10211,68,1.0,0.11
713347608,ruthm@intel.com,Ruth,Mitchell,312-492-3159,50002,Attrited Customer,54,F,2,Post-Graduate,Single,Less than $40K,Blue,43,2,3,2,4917.0,0.0,4917.0,0.972,9442,69,0.917,0.0
721395633,michaelmitchell@microsoft.com,Michael,Mitchell,800-496-9054,10005,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,41,5,3,3,18591.0,994.0,17597.0,0.737,15063,108,0.662,0.053
721438233,jerrym@gmail.com,Jerry,Martinez,900-689-1262,90003,Existing Customer,39,M,2,Post-Graduate,Single,$40K - $60K,Blue,31,6,3,3,3297.0,1761.0,1536.0,0.879,15580,120,0.739,0.534
713987808,carolc@gmail.com,Carol,Campbell,213-678-6088,30003,Existing Customer,43,F,3,College,Single,Less than $40K,Blue,33,4,2,2,5702.0,2165.0,3537.0,0.79,14970,120,0.935,0.38
721086483,carolbaker@apple.com,Carol,Baker,503-529-7977,90003,Existing Customer,27,F,0,Uneducated,Single,Less than $40K,Silver,19,3,3,3,10982.0,2517.0,8465.0,0.84,13563,97,0.732,0.229
709969758,marka@google.com,Mark,Adams,900-835-8572,90001,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Platinum,35,4,3,3,34516.0,1774.0,32742.0,0.667,13966,115,0.667,0.051
801502008,aanderson@hotmail.com,Andrew,Anderson,312-291-9717,90005,Existing Customer,37,M,1,Graduate,Married,$60K - $80K,Blue,31,5,1,2,20144.0,1195.0,18949.0,0.67,14287,106,0.828,0.059
819051183,rallen@aol.com,Ruth,Allen,415-902-4359,10003,Existing Customer,47,F,4,Graduate,Married,Unknown,Blue,42,4,1,3,16349.0,1925.0,14424.0,0.833,16207,114,0.81,0.118
710858658,dorothy.rivera@apple.com,Dorothy,Rivera,713-384-3719,50003,Existing Customer,48,F,4,Doctorate,Divorced,Less than $40K,Silver,38,2,1,2,10610.0,0.0,10610.0,0.664,15050,108,0.742,0.0
716002458,raymondnelson@amazon.com,Raymond,Nelson,702-312-4102,20005,Existing Customer,43,M,4,College,Married,$40K - $60K,Blue,30,1,1,2,7386.0,656.0,6730.0,0.885,15691,126,0.68,0.089
718080558,emilymoore@microsoft.com,Emily,Moore,900-814-6903,95004,Attrited Customer,41,F,4,High School,Single,Less than $40K,Blue,36,6,3,3,4720.0,0.0,4720.0,0.978,8798,67,0.675,0.0
788019483,aking@google.com,Alexander,King,503-393-4418,40003,Existing Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,40,4,1,3,3660.0,766.0,2894.0,0.535,14515,122,0.848,0.209
716151858,jroberts@intel.com,John,Roberts,212-270-7767,95003,Existing Customer,46,M,3,Unknown,Single,$80K - $120K,Blue,36,5,1,3,12932.0,1893.0,11039.0,0.804,15372,97,0.796,0.146
717241233,michellethomas@ibm.com,Michelle,Thomas,888-412-6551,80003,Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,51,3,3,3,6089.0,1341.0,4748.0,0.757,14112,123,0.809,0.22
713880633,jthompson@microsoft.com,Justin,Thompson,415-203-5008,50004,Attrited Customer,53,M,2,Unknown,Single,$60K - $80K,Blue,43,2,2,3,5905.0,0.0,5905.0,0.797,8883,83,0.729,0.0
712374708,lisas@microsoft.com,Lisa,Sanchez,415-598-6914,95001,Existing Customer,28,F,0,Graduate,Married,Unknown,Blue,15,2,2,2,23103.0,897.0,22206.0,0.913,14049,120,0.714,0.039
721145433,dorothymartin@hotmail.com,Dorothy,Martin,213-456-3964,10004,Existing Customer,52,F,5,High School,Single,Less than $40K,Silver,36,3,2,2,11280.0,1523.0,9757.0,0.765,16237,128,0.753,0.135
711398433,davidw@apple.com,David,Wright,713-912-3761,40004,Existing Customer,38,M,0,High School,Married,$60K - $80K,Blue,31,4,3,3,16565.0,1200.0,15365.0,0.68,16736,99,0.8,0.072
715601808,tgreen@cisco.com,Timothy,Green,702-927-9141,10004,Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,41,4,2,3,34516.0,2253.0,32263.0,1.032,16692,131,0.795,0.065
717324183,nancyj@intel.com,Nancy,Johnson,713-538-3133,30002,Existing Customer,31,F,0,High School,Single,Less than $40K,Silver,21,3,1,3,14305.0,1288.0,13017.0,0.774,14769,119,0.63,0.09
720557883,jeffreym@cisco.com,Jeffrey,Moore,888-325-3231,40004,Existing Customer,35,M,3,Uneducated,Single,Less than $40K,Blue,21,5,2,1,6104.0,1595.0,4509.0,0.619,15240,102,0.729,0.261
708759408,deborah.taylor@oracle.com,Deborah,Taylor,312-571-1476,50005,Existing Customer,48,F,3,Uneducated,Single,$40K - $60K,Blue,39,6,3,2,4207.0,0.0,4207.0,0.923,15124,108,0.714,0.0
719430483,michaelh@amazon.com,Michael,Harris,212-607-6111,20003,Existing Customer,51,M,3,College,Married,$120K +,Blue,40,3,3,2,34516.0,1476.0,33040.0,0.763,14145,119,0.776,0.043
758753283,jeffreyw@aol.com,Jeffrey,Wilson,212-425-6789,20003,Attrited Customer,52,M,3,Doctorate,Married,$120K +,Blue,45,1,3,3,34516.0,550.0,33966.0,0.674,7341,71,0.732,0.016
716933283,kennethr@oracle.com,Kenneth,Robinson,415-868-5815,95001,Existing Customer,52,M,2,High School,Single,$60K - $80K,Gold,39,4,1,1,34516.0,1882.0,32634.0,0.743,14738,116,0.758,0.055
773172483,matthewlopez@apple.com,Matthew,Lopez,617-519-1962,30001,Attrited Customer,30,M,0,Graduate,Married,$40K - $60K,Blue,23,6,2,4,4063.0,0.0,4063.0,0.776,7463,70,0.707,0.0
721459008,jasonf@ibm.com,Jason,Flores,800-752-2986,10005,Existing Customer,36,M,2,High School,Single,$120K +,Blue,36,4,1,2,11791.0,1168.0,10623.0,0.662,14885,101,0.629,0.099
710639658,sjohnson@hotmail.com,Scott,Johnson,212-837-7936,90001,Attrited Customer,29,M,1,High School,Single,$60K - $80K,Blue,17,6,1,3,17744.0,829.0,16915.0,0.851,9658,78,0.773,0.047
710710233,steven.taylor@hotmail.com,Steven,Taylor,213-653-2149,95002,Existing Customer,58,M,4,Graduate,Married,$120K +,Silver,45,4,2,3,34516.0,0.0,34516.0,0.849,15560,100,0.724,0.0
708996708,charles.lewis@microsoft.com,Charles,Lewis,900-989-3415,30004,Existing Customer,55,M,1,Graduate,Single,$80K - $120K,Blue,46,3,1,1,21032.0,1409.0,19623.0,0.767,15584,105,0.81,0.067
713315433,michaelr@google.com,Michael,Rivera,503-636-1086,80005,Existing Customer,61,M,2,Uneducated,Married,$60K - $80K,Blue,48,4,1,2,18571.0,0.0,18571.0,0.594,15802,118,0.686,0.0
712941483,nancyt@hotmail.com,Nancy,Thompson,503-350-8937,20003,Attrited Customer,51,F,4,Post-Graduate,Married,$40K - $60K,Silver,43,1,3,3,3735.0,0.0,3735.0,0.762,6826,61,0.848,0.0
789890958,emilyrobinson@amazon.com,Emily,Robinson,713-632-3674,50005,Existing Customer,53,F,4,High School,Divorced,$40K - $60K,Blue,43,3,1,2,10948.0,482.0,10466.0,0.742,16230,111,0.947,0.044
714757083,timothythompson@google.com,Timothy,Thompson,900-361-7832,50003,Attrited Customer,44,M,4,Uneducated,Married,$60K - $80K,Silver,37,1,2,2,29076.0,0.0,29076.0,0.77,8765,84,1.211,0.0
